Source;Target;verbindungenProTag;relativeAnzahlVerspaeteteAbfahrt;relativeAnzahlVerspaeteteAnkunft;durchschnittlicheAbfahrtsverspaetung;durchschnittlicheAnkunftsverspaetung;durchschnittlicheAbfahrtsverspaetungNurVerspaetete;durchschnittlicheAnkunftsverspaetungNurVerspaetete
102;73;17;0.9411764705882353;0.7058823529411765;189;141;201;199
102;88;19;0.7894736842105263;0.0;98;0;124;0
102;116;84;0.7738095238095238;0.47619047619047616;104;65;135;137
102;123;6;0.8333333333333334;0.5;161;93;193;187
102;124;75;0.8;0.4266666666666667;101;65;126;154
102;125;34;0.9411764705882353;0.6764705882352942;267;214;284;317
102;127;37;0.9459459459459459;0.7567567567567568;393;318;415;420
102;202;5;0.0;0.0;0;0;0;0
102;418;19;0.8421052631578947;0.2631578947368421;70;35;83;136
102;419;20;0.25;0.0;30;0;121;0
102;420;59;0.7288135593220338;0.3728813559322034;110;51;152;138
102;428;35;0.6285714285714286;0.37142857142857144;63;37;101;101
102;446;34;0.7941176470588235;0.5;68;48;86;97
103;14;20;0.75;0.55;198;153;264;278
103;104;18;0.8333333333333334;0.4444444444444444;99;29;118;66
103;501;29;0.034482758620689655;0.0;2;0;80;0
103;592;40;0.725;0.375;108;65;150;175
103;593;39;0.8974358974358975;0.5384615384615384;96;59;107;109
103;1590;73;0.3698630136986301;0.0;35;0;96;0
104;14;16;0.8125;0.9375;308;323;379;344
104;100;16;0.75;0.75;78;82;105;109
104;103;20;0.8;0.95;164;164;205;173
104;105;19;0.8421052631578947;0.6842105263157895;104;87;123;128
104;570;69;0.36231884057971014;0.2608695652173913;50;39;138;152
104;596;40;0.4;0.35;60;52;152;150
104;919;35;0.5142857142857142;0.0;52;0;101;0
104;1601;36;0.3055555555555556;0.0;33;0;110;0
104;1651;48;0.10416666666666667;0.0;18;0;176;0
105;100;19;0.8421052631578947;0.7368421052631579;125;85;148;115
105;104;21;0.9047619047619048;0.6666666666666666;122;86;135;130
105;583;38;0.8947368421052632;0.7894736842105263;112;94;125;119
105;584;39;0.7435897435897436;0.5897435897435898;74;52;100;88
106;64;93;0.5053763440860215;0.43010752688172044;20;22;39;51
106;107;40;0.6;0.475;103;94;172;199
106;111;42;0.40476190476190477;0.40476190476190477;93;88;230;217
106;181;67;0.44776119402985076;0.1791044776119403;18;6;42;36
106;187;17;0.5294117647058824;0.23529411764705882;31;29;60;125
106;193;40;0.825;0.675;61;56;74;83
106;197;99;0.46464646464646464;0.13131313131313133;29;7;63;56
106;213;1;0.0;0.0;0;0;0;0
106;214;72;0.5694444444444444;0.4444444444444444;28;26;50;58
106;215;5;0.8;0.2;16;15;20;77
106;259;39;0.48717948717948717;0.0;21;0;44;0
106;294;96;0.625;0.1875;39;13;63;72
106;312;38;0.3684210526315789;0.3684210526315789;15;30;41;82
106;1382;38;0.10526315789473684;0.0;12;0;122;0
107;106;38;0.9736842105263158;0.6578947368421053;85;31;87;48
107;108;78;0.9487179487179487;0.1282051282051282;68;23;72;182
107;110;1;0.0;0.0;0;0;0;0
107;111;1;0.0;0.0;0;0;0;0
107;311;39;0.15384615384615385;0.0;2;0;14;0
107;736;47;0.02127659574468085;0.0;0;0;32;0
107;1368;37;0.13513513513513514;0.0;8;0;62;0
107;1381;35;0.2571428571428571;0.0;14;0;56;0
108;107;77;0.6363636363636364;0.22077922077922077;29;8;46;39
108;109;78;0.6410256410256411;0.2692307692307692;55;36;85;134
109;108;77;0.5584415584415584;0.12987012987012986;19;4;34;35
109;110;78;0.6410256410256411;0.2564102564102564;50;33;79;132
110;109;77;0.5974025974025974;0.12987012987012986;18;4;31;32
110;111;41;0.5853658536585366;0.14634146341463414;47;36;81;247
110;687;34;0.14705882352941177;0.0;11;0;77;0
110;1316;68;0.7794117647058824;0.4117647058823529;73;31;94;75
110;1333;30;0.13333333333333333;0.06666666666666667;4;3;36;59
111;3;8;0.25;0.125;120;99;481;797
111;106;21;0.5238095238095238;0.047619047619047616;11;0;21;19
111;110;38;0.6578947368421053;0.18421052631578946;43;8;66;48
111;276;15;0.6;0.5333333333333333;45;29;76;55
111;509;19;0.47368421052631576;0.3684210526315789;28;48;60;131
111;687;37;0.6756756756756757;0.05405405405405406;53;0;79;13
111;1316;39;0.23076923076923078;0.0;3;0;16;0
111;1318;105;0.38095238095238093;0.18095238095238095;26;14;70;79
111;1326;53;0.3584905660377358;0.1509433962264151;18;4;50;28
111;1332;30;0.4;0.0;17;0;44;0
112;6;20;0.65;0.45;110;104;169;231
112;14;59;0.7457627118644068;0.5423728813559322;73;53;99;98
112;140;21;0.9523809523809523;0.2857142857142857;75;28;79;98
112;161;21;0.7619047619047619;0.42857142857142855;111;63;146;147
112;275;86;0.6511627906976745;0.11627906976744186;38;9;59;78
112;301;61;0.4426229508196721;0.21311475409836064;33;18;74;87
112;535;16;0.625;0.25;39;12;63;50
112;599;39;0.6153846153846154;0.38461538461538464;67;26;110;68
112;1697;70;0.1;0.0;3;0;38;0
112;1727;69;0.10144927536231885;0.0;2;0;27;0
113;100;35;0.4;0.2;55;36;137;182
113;114;38;0.6052631578947368;0.39473684210526316;54;31;89;80
114;113;35;0.6;0.4;78;54;130;135
114;115;38;0.6052631578947368;0.5;53;46;88;93
114;561;21;0.23809523809523808;0.0;15;0;63;0
114;579;19;0.8947368421052632;0.0;95;0;106;0
115;114;35;0.4;0.3142857142857143;58;58;145;185
115;117;40;0.35;0.3;14;28;41;94
115;162;41;0.5365853658536586;0.12195121951219512;33;8;61;72
116;88;2;0.5;0.5;63;9;127;19
116;102;83;0.927710843373494;0.7590361445783133;146;107;158;141
116;125;60;0.75;0.4166666666666667;100;51;134;123
116;413;1;0.0;0.0;0;0;0;0
116;415;2;0.5;0.0;46;0;93;0
116;416;58;0.7068965517241379;0.39655172413793105;94;51;133;130
116;420;58;0.8620689655172413;0.5862068965517241;121;61;140;105
116;441;19;0.5789473684210527;0.3684210526315789;70;45;121;123
117;5;18;0.7777777777777778;0.4444444444444444;52;19;67;43
117;115;40;0.775;0.55;85;63;110;115
117;152;43;0.32558139534883723;0.06976744186046512;18;3;57;49
118;15;4;0.75;0.75;111;111;149;148
118;119;38;0.8947368421052632;0.7894736842105263;258;239;289;303
118;123;4;0.75;0.75;1017;1010;1356;1347
118;144;34;0.8235294117647058;0.7941176470588235;142;147;173;185
118;1547;43;0.6976744186046512;0.6976744186046512;117;115;168;164
118;1561;36;0.8055555555555556;0.8333333333333334;224;197;278;236
119;118;39;0.8717948717948718;0.6666666666666666;167;88;192;132
119;120;24;0.875;0.8333333333333334;279;230;319;276
119;121;10;0.9;0.9;259;200;288;222
119;122;4;0.75;0.75;261;214;348;285
119;1264;19;0.0;0.0;0;0;0;0
119;1538;6;0.8333333333333334;0.0;134;0;161;0
119;1543;18;0.7777777777777778;0.0;95;0;123;0
119;1554;2;0.5;0.5;188;160;377;321
119;1555;34;0.7941176470588235;0.7941176470588235;231;214;291;270
119;1556;43;0.7441860465116279;0.5581395348837209;141;100;190;179
120;119;23;0.8695652173913043;0.6086956521739131;144;114;165;188
120;121;23;0.7391304347826086;0.2608695652173913;121;53;164;204
120;122;16;0.8125;0.8125;358;312;440;384
120;505;41;0.7317073170731707;0.6585365853658537;138;191;189;291
120;1554;42;0.7619047619047619;0.6904761904761905;132;115;173;166
121;119;11;0.6363636363636364;0.45454545454545453;94;57;148;126
121;120;21;0.47619047619047616;0.38095238095238093;34;43;72;114
121;122;33;0.7575757575757576;0.8181818181818182;180;170;238;208
121;1026;17;0.0;0.0;0;0;0;0
122;119;4;0.75;0.5;110;27;147;54
122;120;17;0.8235294117647058;0.5882352941176471;128;92;156;156
122;121;32;0.625;0.4375;79;45;127;103
122;123;42;0.8095238095238095;0.7857142857142857;320;279;396;356
122;315;3;0.6666666666666666;0.6666666666666666;105;76;158;115
122;440;3;0.3333333333333333;0.3333333333333333;29;16;89;48
122;755;36;0.0;0.0;0;0;0;0
122;766;32;0.0;0.0;0;0;0;0
123;102;5;0.8;0.8;1032;968;1290;1210
123;118;4;0.75;0.5;137;53;183;107
123;122;41;0.9024390243902439;0.5121951219512195;167;75;185;146
123;124;42;0.8571428571428571;0.7142857142857143;342;261;399;365
123;315;21;0.7619047619047619;0.2857142857142857;73;26;96;92
123;435;1;0.0;0.0;0;0;0;0
123;436;1;0.0;0.0;0;0;0;0
123;437;36;0.9444444444444444;0.6944444444444444;152;104;161;150
123;438;19;0.7368421052631579;0.3157894736842105;96;35;130;113
123;633;18;0.0;0.0;0;0;0;0
123;1274;5;0.0;0.0;0;0;0;0
123;1289;10;0.0;0.0;0;0;0;0
123;1294;32;0.0;0.0;0;0;0;0
124;102;74;0.8378378378378378;0.35135135135135137;186;136;222;389
124;123;43;0.9302325581395349;0.6976744186046512;200;108;215;155
124;431;16;0.6875;0.125;71;13;103;111
124;434;20;0.75;0.55;130;94;174;171
124;435;36;0.75;0.4444444444444444;77;40;103;91
124;455;18;0.8888888888888888;0.0;50;0;56;0
124;1039;50;0.0;0.0;0;0;0;0
125;88;16;0.875;0.6875;184;157;210;229
125;102;34;0.9411764705882353;0.6470588235294118;173;100;184;154
125;116;59;0.7457627118644068;0.7627118644067796;137;131;184;172
125;126;33;0.8484848484848485;0.696969696969697;323;175;381;251
125;127;16;0.8125;0.5;136;79;167;159
125;170;2;0.5;0.5;106;14;213;28
125;219;43;0.627906976744186;0.4186046511627907;103;58;164;140
125;443;19;0.6842105263157895;0.7368421052631579;110;95;161;130
125;444;35;0.7428571428571429;0.5714285714285714;113;77;152;136
125;809;30;0.0;0.0;0;0;0;0
126;125;34;0.9411764705882353;0.7352941176470589;214;103;227;140
126;127;36;0.8888888888888888;0.5833333333333334;302;191;340;328
126;170;45;0.9555555555555556;0.9777777777777777;206;177;216;181
126;221;43;0.8372093023255814;0.6511627906976745;130;88;156;136
126;1420;52;0.0;0.0;0;0;0;0
127;102;38;0.8421052631578947;0.5789473684210527;120;84;143;146
127;125;15;0.8;0.6666666666666666;181;83;227;125
127;126;35;0.8285714285714286;0.22857142857142856;81;25;98;113
127;128;94;0.8617021276595744;0.648936170212766;179;164;207;253
127;221;41;0.8780487804878049;0.07317073170731707;112;7;128;104
127;222;3;0.6666666666666666;0.0;113;0;170;0
127;397;42;0.47619047619047616;0.0;71;0;149;0
127;398;67;0.5522388059701493;0.2537313432835821;36;18;65;71
127;406;65;0.6615384615384615;0.3384615384615385;54;32;83;96
128;127;92;0.75;0.0;88;0;118;0
129;130;20;0.1;0.0;5;0;54;0
130;129;20;0.4;0.4;28;31;70;79
130;131;41;0.5121951219512195;0.24390243902439024;16;10;31;42
130;132;3;0.3333333333333333;0.0;2;0;7;0
130;133;17;0.47058823529411764;0.23529411764705882;53;40;114;171
130;159;22;0.45454545454545453;0.45454545454545453;24;32;53;70
130;160;20;0.85;0.65;113;80;133;123
131;130;42;0.6190476190476191;0.38095238095238093;42;25;69;67
131;132;41;0.5853658536585366;0.2926829268292683;28;6;48;22
132;130;4;0.5;0.5;39;14;78;28
132;131;42;0.40476190476190477;0.5;33;42;82;85
132;133;44;0.4318181818181818;0.5227272727272727;15;19;35;36
133;5;31;0.8709677419354839;0.25806451612903225;74;29;85;114
133;130;20;0.9;0.45;93;48;103;108
133;132;46;0.45652173913043476;0.43478260869565216;37;38;82;87
133;134;41;0.5365853658536586;0.5609756097560976;23;21;43;38
133;135;2;0.5;0.0;26;0;52;0
133;137;1;0.0;0.0;0;0;0;0
133;160;15;0.7333333333333333;0.6;68;44;93;74
134;133;46;0.8913043478260869;0.41304347826086957;75;31;84;77
134;135;41;0.9512195121951219;0.21951219512195122;51;7;54;33
135;134;46;0.782608695652174;0.41304347826086957;64;33;82;81
135;136;41;0.5609756097560976;0.24390243902439024;24;8;44;35
135;137;2;0.0;0.0;0;0;0;0
136;135;42;0.9047619047619048;0.38095238095238093;75;34;83;90
136;137;41;0.975609756097561;0.7804878048780488;98;39;101;50
137;5;1;0.0;0.0;0;0;0;0
137;135;4;0.75;0.75;44;6;59;8
137;136;42;0.6190476190476191;0.35714285714285715;48;25;78;71
137;138;86;0.7325581395348837;0.4883720930232558;54;30;74;61
137;142;41;0.36585365853658536;0.2682926829268293;29;11;79;43
138;5;88;0.8068181818181818;0.5340909090909091;72;42;89;79
138;137;87;0.8275862068965517;0.4827586206896552;47;24;56;50
139;14;18;0.7777777777777778;0.7222222222222222;83;59;107;82
139;140;59;0.7627118644067796;0.5254237288135594;90;59;118;114
139;169;40;0.525;0.3;41;20;78;69
140;14;1;0.0;0.0;0;0;0;0
140;18;39;0.7948717948717948;0.48717948717948717;102;68;128;140
140;112;20;0.35;0.2;51;26;147;131
140;139;58;0.6379310344827587;0.6724137931034483;57;58;90;86
140;141;43;0.5581395348837209;0.5116279069767442;52;43;94;85
140;158;20;0.4;0.0;22;0;56;0
141;18;1;0.0;0.0;0;0;0;0
141;140;41;0.975609756097561;0.6341463414634146;129;75;133;119
141;143;42;0.7380952380952381;0.5;68;38;92;77
142;18;41;0.7073170731707317;0.2682926829268293;63;23;89;88
142;137;43;0.9767441860465116;0.6511627906976745;109;67;111;103
143;18;42;0.9523809523809523;0.5238095238095238;85;40;90;77
143;141;41;0.8292682926829268;0.5609756097560976;106;55;128;98
144;16;18;0.8888888888888888;0.7777777777777778;181;143;204;184
144;118;34;0.9117647058823529;0.8529411764705882;288;236;316;277
144;145;16;0.8125;0.75;162;118;199;157
144;1546;43;0.6976744186046512;0.6976744186046512;135;136;193;195
144;1547;36;0.8888888888888888;0.8333333333333334;156;149;176;179
145;16;16;0.875;0.75;150;123;172;164
145;144;15;0.9333333333333333;0.9333333333333333;196;170;210;182
145;506;44;0.6818181818181818;0.6590909090909091;166;132;244;201
145;1546;35;0.9142857142857143;0.9428571428571428;152;163;166;173
146;5;43;0.9767441860465116;0.7674418604651163;159;68;163;89
146;147;44;0.5681818181818182;0.20454545454545456;20;10;36;49
147;146;43;0.7906976744186046;0.7906976744186046;91;71;116;90
147;148;44;0.9318181818181818;0.8863636363636364;76;44;81;50
148;147;43;0.9767441860465116;0.7441860465116279;144;43;148;58
148;149;44;0.9772727272727273;0.8863636363636364;124;48;127;54
149;148;43;0.7906976744186046;0.6744186046511628;66;34;84;51
149;150;43;0.8372093023255814;0.7209302325581395;53;34;63;47
150;149;42;0.9761904761904762;0.9761904761904762;165;95;169;97
150;151;43;0.9767441860465116;0.8837209302325582;144;61;147;70
151;149;1;0.0;0.0;0;0;0;0
151;150;42;0.9761904761904762;0.7142857142857143;81;35;82;49
151;152;43;0.8837209302325582;0.7441860465116279;62;37;70;50
152;117;43;0.6511627906976745;0.5348837209302325;38;31;59;58
152;151;43;0.813953488372093;0.27906976744186046;51;15;62;54
153;14;20;0.95;0.95;90;67;94;70
153;154;21;0.9523809523809523;0.9047619047619048;280;87;294;97
154;153;20;0.5;0.2;26;14;53;71
154;155;21;0.6666666666666666;0.5238095238095238;48;45;72;86
155;154;20;0.95;0.95;101;126;106;133
155;156;21;0.9523809523809523;0.6190476190476191;471;45;495;72
156;155;20;0.95;0.95;272;145;286;153
156;157;21;0.9523809523809523;0.9523809523809523;354;71;372;75
157;156;20;0.95;0.95;386;107;406;113
157;158;21;0.9523809523809523;0.9523809523809523;240;95;252;100
158;140;21;0.9523809523809523;0.9523809523809523;125;95;132;100
158;157;20;0.95;0.95;500;88;526;93
159;130;22;0.7727272727272727;0.45454545454545453;31;17;40;38
159;160;22;0.45454545454545453;0.2727272727272727;25;11;57;41
160;130;18;0.8333333333333334;0.2777777777777778;81;38;97;137
160;133;14;0.6428571428571429;0.07142857142857142;57;11;89;157
160;159;22;0.2727272727272727;0.0;7;0;27;0
160;161;36;0.9444444444444444;0.4722222222222222;115;55;121;117
161;112;20;0.65;0.6;77;76;118;126
161;160;33;0.8484848484848485;0.36363636363636365;78;38;92;105
161;238;55;0.8909090909090909;0.38181818181818183;74;42;83;112
161;303;114;0.7105263157894737;0.32456140350877194;57;27;80;85
161;535;17;0.11764705882352941;0.11764705882352941;2;4;17;38
161;597;37;0.21621621621621623;0.21621621621621623;8;10;38;49
161;621;38;0.3684210526315789;0.42105263157894735;29;37;80;88
162;115;41;0.7560975609756098;0.4146341463414634;63;35;84;85
162;163;41;0.8780487804878049;0.9024390243902439;52;53;59;58
163;162;41;0.975609756097561;0.975609756097561;143;109;146;112
163;164;41;0.9024390243902439;0.5853658536585366;75;33;84;56
164;163;41;0.8780487804878049;0.2926829268292683;73;35;83;120
164;165;41;0.7804878048780488;0.8048780487804879;57;50;73;62
165;164;41;0.4634146341463415;0.36585365853658536;50;39;107;106
165;166;41;0.43902439024390244;0.2926829268292683;36;29;82;99
165;1072;16;0.0;0.0;0;0;0;0
166;165;41;0.975609756097561;0.6585365853658537;90;55;92;83
166;167;41;0.9512195121951219;0.2682926829268293;47;30;50;112
167;166;41;0.2682926829268293;0.6585365853658537;40;43;151;66
167;168;41;0.3170731707317073;0.24390243902439024;46;33;145;136
168;167;41;0.12195121951219512;0.21951219512195122;17;22;143;103
168;204;21;0.14285714285714285;0.19047619047619047;15;24;110;129
168;1075;27;0.0;0.0;0;0;0;0
169;14;40;0.725;0.475;57;32;79;68
169;139;40;0.975;0.525;104;46;107;88
170;125;1;0.0;0.0;0;0;0;0
170;126;46;0.7608695652173914;0.7391304347826086;125;117;164;158
170;127;1;0.0;0.0;0;0;0;0
170;220;42;0.9285714285714286;0.9523809523809523;190;195;204;205
171;94;47;0.9787234042553191;0.9787234042553191;251;154;257;158
171;172;45;0.9555555555555556;0.3111111111111111;91;22;96;73
172;171;47;0.9787234042553191;0.9787234042553191;258;197;264;201
172;173;45;0.9555555555555556;0.8666666666666667;99;69;104;80
173;172;47;0.9787234042553191;0.9787234042553191;211;161;215;164
173;174;45;0.8888888888888888;0.6;92;59;103;99
174;173;47;0.9787234042553191;0.9787234042553191;213;155;217;158
174;175;45;0.9555555555555556;0.8888888888888888;151;96;158;108
175;95;45;0.9555555555555556;0.9555555555555556;176;144;184;150
175;174;47;0.9787234042553191;0.9787234042553191;162;114;166;116
176;95;56;0.6964285714285714;0.5357142857142857;53;44;77;83
176;177;44;0.9318181818181818;0.7727272727272727;115;86;124;112
176;180;7;0.8571428571428571;0.42857142857142855;32;7;37;18
177;176;46;0.717391304347826;0.30434782608695654;57;31;80;103
177;178;44;0.9545454545454546;0.9545454545454546;160;134;168;141
178;177;46;0.9782608695652174;0.6521739130434783;117;57;119;87
178;179;44;0.9772727272727273;0.8636363636363636;155;105;159;121
179;178;46;0.5652173913043478;0.2826086956521739;50;25;89;91
179;180;44;0.9090909090909091;0.9090909090909091;120;119;132;131
180;96;97;0.6701030927835051;0.5154639175257731;71;54;106;106
180;176;10;0.5;0.1;33;12;66;128
180;179;46;0.6086956521739131;0.30434782608695654;43;25;71;84
180;474;45;0.15555555555555556;0.13333333333333333;9;12;63;94
181;106;64;0.484375;0.53125;71;75;147;142
181;182;79;0.5822784810126582;0.6075949367088608;37;48;63;79
181;209;48;0.7291666666666666;0.6875;49;49;68;71
181;213;107;0.5607476635514018;0.4205607476635514;37;28;67;67
181;259;38;0.42105263157894735;0.13157894736842105;25;8;59;67
182;64;41;0.8536585365853658;0.34146341463414637;46;15;54;45
182;181;76;0.9078947368421053;0.39473684210526316;72;34;79;87
182;258;39;0.5384615384615384;0.23076923076923078;34;12;64;52
183;6;40;0.975;0.525;64;16;66;30
183;63;39;0.9743589743589743;0.6410256410256411;90;41;93;64
184;1;95;0.7473684210526316;0.4105263157894737;54;23;73;56
184;185;1;0.0;0.0;0;0;0;0
184;187;16;0.75;0.4375;53;26;71;59
184;274;38;0.7368421052631579;0.4473684210526316;84;45;114;102
184;314;38;0.8421052631578947;0.3684210526315789;42;17;50;46
185;184;1;0.0;0.0;0;0;0;0
185;186;39;0.6410256410256411;0.5384615384615384;36;29;56;54
185;314;38;0.8947368421052632;0.39473684210526316;64;18;72;46
186;185;39;0.8717948717948718;0.10256410256410256;60;3;69;36
186;187;39;0.6666666666666666;0.15384615384615385;27;6;41;44
187;106;17;0.5882352941176471;0.23529411764705882;44;11;76;50
187;184;16;0.3125;0.0625;19;7;61;113
187;186;39;0.7692307692307693;0.23076923076923078;36;10;47;45
187;313;38;0.7368421052631579;0.5526315789473685;39;23;53;42
188;189;39;0.28205128205128205;0.0;13;0;47;0
188;193;38;0.6842105263157895;0.3157894736842105;43;19;63;61
188;277;37;0.5405405405405406;0.35135135135135137;30;21;56;62
188;278;3;0.6666666666666666;0.3333333333333333;31;6;47;19
188;329;19;0.6842105263157895;0.3684210526315789;52;44;76;120
188;1339;74;0.22972972972972974;0.06756756756756757;15;5;67;78
188;1374;35;0.17142857142857143;0.2571428571428571;3;9;17;36
188;1407;35;0.3142857142857143;0.0;16;0;53;0
189;188;41;0.8292682926829268;0.5609756097560976;86;55;104;98
189;190;39;0.7948717948717948;0.6410256410256411;39;24;49;37
190;189;41;0.6829268292682927;0.3902439024390244;71;42;105;107
190;191;39;0.9487179487179487;0.5897435897435898;67;23;71;39
191;190;41;0.9512195121951219;0.24390243902439024;141;32;148;134
191;192;39;0.9743589743589743;0.2564102564102564;71;9;73;35
192;191;41;0.5853658536585366;0.3170731707317073;62;40;107;126
192;193;39;0.9487179487179487;0.41025641025641024;61;15;64;37
193;106;38;0.5263157894736842;0.2631578947368421;37;18;71;70
193;188;40;0.95;0.65;90;52;95;80
193;192;41;0.43902439024390244;0.2682926829268293;51;23;117;88
193;194;39;0.41025641025641024;0.38461538461538464;13;14;33;36
193;745;38;0.0;0.0;0;0;0;0
194;193;41;0.7073170731707317;0.24390243902439024;50;22;71;93
194;195;39;0.8205128205128205;0.2564102564102564;32;6;40;26
195;194;41;0.9024390243902439;0.4634146341463415;68;33;75;72
195;196;39;0.717948717948718;0.4358974358974359;54;19;76;44
196;195;41;0.9512195121951219;0.24390243902439024;84;26;88;106
196;197;39;0.9743589743589743;0.3076923076923077;81;8;83;28
197;106;95;0.6631578947368421;0.2631578947368421;44;13;66;49
197;196;41;0.3170731707317073;0.17073170731707318;28;21;89;126
197;289;58;0.7586206896551724;0.5517241379310345;55;29;73;53
198;199;7;0.0;0.0;0;0;0;0
199;198;6;0.0;0.0;0;0;0;0
199;200;41;0.0975609756097561;0.0;1;0;18;0
199;201;4;0.0;0.0;0;0;0;0
199;1078;21;0.0;0.0;0;0;0;0
200;199;40;0.9;0.15;107;4;119;28
200;201;41;0.8780487804878049;0.0975609756097561;116;1;132;18
201;198;1;0.0;0.0;0;0;0;0
201;199;4;0.25;0.0;4;0;16;0
201;200;40;0.15;0.1;4;10;28;102
201;523;15;0.06666666666666667;0.0;2;0;37;0
201;529;20;0.1;0.0;4;0;44;0
201;532;37;0.10810810810810811;0.0;4;0;43;0
201;1067;18;0.0;0.0;0;0;0;0
201;1089;18;0.0;0.0;0;0;0;0
202;102;4;0.0;0.0;0;0;0;0
202;411;3;0.6666666666666666;0.0;64;0;96;0
202;417;39;0.7435897435897436;0.0;27;0;36;0
202;1428;1;0.0;0.0;0;0;0;0
203;101;3;0.3333333333333333;0.3333333333333333;11;5;34;17
203;543;29;0.41379310344827586;0.41379310344827586;41;46;99;112
203;544;29;0.5517241379310345;0.5517241379310345;69;58;126;106
204;168;21;0.9047619047619048;0.8571428571428571;113;86;125;101
204;205;21;0.23809523809523808;0.19047619047619047;20;14;86;78
205;204;21;0.5238095238095238;0.5714285714285714;69;66;132;116
205;206;7;0.14285714285714285;0.14285714285714285;23;36;163;253
205;207;14;0.07142857142857142;0.14285714285714285;30;7;420;51
206;205;7;0.5714285714285714;0.42857142857142855;54;37;94;87
206;207;7;0.2857142857142857;0.2857142857142857;28;20;100;70
207;205;14;0.9285714285714286;0.9285714285714286;143;115;154;124
207;206;7;0.5714285714285714;0.42857142857142855;47;32;82;75
207;208;21;0.6190476190476191;0.14285714285714285;36;27;59;192
208;207;21;0.8095238095238095;0.7619047619047619;87;74;108;98
209;181;49;0.9795918367346939;0.9387755102040817;98;62;100;66
209;210;48;0.9791666666666666;0.8958333333333334;109;69;112;77
210;209;49;0.7551020408163265;0.8571428571428571;42;45;55;52
